store_name,city_name,full_address,Coordinates(Longtude/Latitude),phone_no,store_timing
 Vishal Mega Mart ,Bengaluru," Nelagadaranahalli Main Road, HMT Layout, Opposite St Pauls College, Bengaluru North, Bengaluru, Karnataka 560073","13.0331722,77.5037175",0931 1713 439 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Gokula 1st Stage, 2nd Phase, Bus Stop, SBR Building, HMT Main Road, Ramaiah College, Mathikere Extension, Mathikere, Bengaluru North, Bengaluru, Karnataka 560054","13.0295949,77.5611243",0935 4951 189 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Ravindra Complex ,13th Cross, Thambu Chetty Palya Main Road, Akshya Nagar, Ramamurthy Nagar, Bengaluru North, Bengaluru, Karnataka 560016","13.0208334,77.6856607",0721 7888 416 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Shop No 3, 4, 5 and 6, LTG Tower, BDA, Outer Ring Road, Kempegowda Layout, Bengaluru North, Bengaluru, Karnataka 560058","13.0023837,77.5261084",0721 7887 965 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Ayyapa Nagar, Devasandra Main Road, Devasandra, Near Bharat Petrol Pump, Bengaluru North, Bengaluru, Karnataka 560036","13.0042425,77.7116173",0962 5215 627 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Hassan," Main Ring Road, Jayanagar, Hassan, Karnataka 573201","13.0269472,76.1054202",0782 7968 049 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Shop No 72/9, Magadi Main Road, Opposite Jeevan Hospital, Bengaluru North, Bengaluru, Karnataka 560023","12.9847363,77.4835742",0721 7888 369 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Hope Farm Junction, ITPL Main Road, Whitefield, Channasandra, Bengaluru, Karnataka 560066","12.9837358,77.7516738",0888 2206 948 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dibrugarh," Corporate Park, RKB Path, Opposite Head Post Off, Babulal Poddar Path, Dibrugarh, Assam 786001","27.4807256,94.9054578",0721 7888 136 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Hal 3rd Stage, New Thippasandra Main Road, New Tippasandra, Bengaluru North, Bengaluru, Karnataka 560075","12.9724159,77.648825",0782 7940 164 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," D-Group Layout, Muddinapalya Road, Srigandada Kaval, Annapurneshwari Nagar, Naagarabhaavi, Opposite Revathi Hospital, Bengaluru North, Bengaluru, Karnataka 560072","12.9682211,77.5018354",0782 7954 729 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Service Road, RPC Layout, Hampi Nagar, Vijaynagar, Behind Attiguppe Bus Stop, Bengaluru North, Bengaluru, Karnataka 560040","12.9582238,77.5341909",0855 3152 920 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," JP Square Cross, 5th Main Road, Chamarajapet, Bengaluru South, Bengaluru, Karnataka 560018","12.9574046,77.5676206",0721 7887 995 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Panantur Main Road, Kadubeesanahalli Village, Near Orchids International School, Bengaluru South, Bengaluru, Karnataka 560103","12.9386844,77.6968463",0815 0025 222 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Varthur Road, Near Vinayak Theatre, Bengaluru North, Bengaluru, Karnataka 560087","12.9353655,77.744042",0888 2035 498 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Outer Ring Road, Kengeri Satellite Town, Opposite Church Bus Stop, Bengaluru South, Bengaluru, Karnataka 560060","12.9292999,77.4870653",0953 8184 281 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kolar," Railway Station Road, Robertsonpet, Dr BR Ambedkar Road, Opposite LIC Building, Kolar Gold Fields, Kolar, Karnataka 563122","12.95668,78.26914073",0974 1217 817 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Sibsagar," Krishna Arcade, AT Road, Moranhat, Sibsagar, Assam 785670","27.1914926,94.9141646",0962 5215 643 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Shop No 31/9, Krimson Square, Junction, Hosur Road, Bommanahalli, Near Central Silk Board, Bengaluru South, Bengaluru, Karnataka 560068","12.9132655,77.6255704",0721 7888 415 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Siri Landmark, Uttarahalli Main Road, Opposite to Brindhavan Apartment, Bengaluru South, Bengaluru, Karnataka 560061","12.9082402,77.5478132",0721 7887 997 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Uttarahalli-Kengeri Main Road, Srinivaspura ,Ganakallu Village, Bengaluru South, Bengaluru, Karnataka 560060","12.9037588,77.5078448",0734 9536 444 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Hosa Road, Kasavanahalli Village, Near SJR Verity Apartment, Bengaluru South, Bengaluru, Karnataka 560103","12.9016662,77.6758605",0828 7947 028 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Bannerghatta Road, Bengaluru South, Bengaluru, Karnataka 560076","12.8975231,77.5999214",0888 2429 978 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bangalore," Adjacent SBI bank, Begur main road, Hongasandra, Bangalore South, Bangalore, Karnataka 560068","12.8904691,77.6256066",0810 5854 989 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Sarjapura Main Road, Dommasandra, Opposite Silver Oaks School, Anekal, Bengaluru, Karnataka 562125","12.8857143,77.7443073",0991 6497 269 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Shop No 78/2, BK Circle Road, Gayathri Tapovana, JP Nagar, Near Keerthi Function Hall, Opposite Iim, Bengaluru South, Bengaluru, Karnataka 560076","12.8725286,77.5834506",0931 5477 360 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bengaluru," Ananth Nagar, Opposite Andhra Bank, Bengaluru South, Bengaluru, Karnataka 560100","12.8354143,77.6912351",0888 2206 953 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dakshina Kannada," MRPL Road, Surathkal, Near Chokka Bettu Cross, Mangalore, Dakshina Kannada, Karnataka 575014","12.9874656,74.8073202",0962 0473 539 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ramanagar," Bengaluru-Mysore Road, Near Rotary Hospital, Rayaradoddi, Ramanagar, Karnataka 562159","12.7301272,77.2800695",0701 9971 008 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dakshina Kannada," Nellikai Road, Near State Bank Chowk, Mangalore, Dakshina Kannada, Karnataka 575001","12.8624,74.83577",0636 0074 155 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,East Siang," Second Mile Area, Opposite Indian Oil Petrol Pump, Pasighat, East Siang, Arunachal Pradesh 791102","28.0454561,95.3308914",0762 9974 090 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dibrugarh," Kamalabari Road, Near Essar Petrol Pump, Duliajan, Dibrugarh, Assam 786602","27.354298,95.3340804",0887 6819 046 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Tinsukia," Khaitan Plaza, Near Municipal Board, Gnb Road, Tinsukia, Assam 786125","27.489245,95.3571082",0721 7888 309 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mandya," RP Road, Adjacent to Sanjay Theatre, Subash Nagar, Mandya, Karnataka 571401","12.5267559,76.8903861",0767 8306 635 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mysuru," General Thimmaiah Road, Vijayanagar 1st Stage, Near Kodava Samaja, Vijaynagar, Mysuru, Karnataka 570017","12.331566,76.609817",0,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Mysore," Shop No 1518, 3, Devaraja Mohalla, Shivarampet, Shivarampet, Mysore, Karnataka 570001","12.3112527,76.647769",0721 7888 413 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kodagu," Harichandrapura, Thalassery - Mysore Road, SH 90, Opposite Indian Oil Pertol Pump, Gonikoppa, Kodagu, Karnataka 571213","12.18438,75.93355161",0845 3698 662 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Nilgiris," Plot No 144, Botanical, Garden Road, Garden Road, Vannarapettai, Ooty, Nilgiris, Tamil Nadu 643001","11.4148737,76.7088164",0721 7887 951 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ernakulam," Shop No 12/1472, Payyattu Building, Chullickal, Near Gautham Hospital, Kochi, Ernakulam, Kerala 682005","9.9468524,76.2560285",0721 7888 401 ,10:00 AM to 09:00 PM
